digrp_pavadinimas,data2,dinst_id4,apskritis1,savivaldybe,data1,dinst_id5
Mokslinių tyrimų institutas,,,Tauragės apskr.,Šilalės r. sav.,2010-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2010-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2010-09-01,5
Profesinio mokymo įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2010-09-01,-
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2010-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Šilalės r. sav.,2011-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2011-09-01,14
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2011-09-01,1
Kitas švietimo teikėjas,,,Tauragės apskr.,Šilalės r. sav.,2011-09-01,-
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Šilalės r. sav.,2011-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Šilalės r. sav.,2011-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2011-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2011-09-01,4
Profesinio mokymo įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2011-09-01,-
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2011-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Šilalės r. sav.,2012-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2012-09-01,14
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2012-09-01,1
Kitas švietimo teikėjas,,,Tauragės apskr.,Šilalės r. sav.,2012-09-01,-
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Šilalės r. sav.,2012-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Šilalės r. sav.,2012-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2012-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2012-09-01,4
Profesinio mokymo įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2012-09-01,-
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2012-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Šilalės r. sav.,2013-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2013-09-01,14
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2013-09-01,1
Kitas švietimo teikėjas,,,Tauragės apskr.,Šilalės r. sav.,2013-09-01,1
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Šilalės r. sav.,2013-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Šilalės r. sav.,2013-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2013-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2013-09-01,3
Profesinio mokymo įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2013-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2013-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Šilalės r. sav.,2014-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2014-09-01,14
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2014-09-01,1
Kitas švietimo teikėjas,,,Tauragės apskr.,Šilalės r. sav.,2014-09-01,1
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Šilalės r. sav.,2014-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Šilalės r. sav.,2014-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2014-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2014-09-01,3
Profesinio mokymo įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2014-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2014-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Šilalės r. sav.,2015-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2015-09-01,12
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2015-09-01,1
Kitas švietimo teikėjas,,,Tauragės apskr.,Šilalės r. sav.,2015-09-01,1
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Šilalės r. sav.,2015-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Šilalės r. sav.,2015-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2015-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2015-09-01,3
Profesinio mokymo įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2015-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2015-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Šilalės r. sav.,2016-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2016-09-01,14
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2016-09-01,1
Kitas švietimo teikėjas,,,Tauragės apskr.,Šilalės r. sav.,2016-09-01,5
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Šilalės r. sav.,2016-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Šilalės r. sav.,2016-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2016-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2016-09-01,3
Profesinio mokymo įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2016-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2016-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Šilalės r. sav.,2017-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2017-09-01,14
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2017-09-01,1
Kitas švietimo teikėjas,,,Tauragės apskr.,Šilalės r. sav.,2017-09-01,5
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Šilalės r. sav.,2017-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Šilalės r. sav.,2017-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2017-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Šilalės r. sav.,2017-09-01,3
Profesinio mokymo įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2017-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Šilalės r. sav.,2017-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Tauragės r. sav.,2003-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2003-09-01,25
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2003-09-01,-
Kitas švietimo teikėjas,,,Tauragės apskr.,Tauragės r. sav.,2003-09-01,-
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Tauragės r. sav.,2003-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Tauragės r. sav.,2003-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2003-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2003-09-01,8
Profesinio mokymo įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2003-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2003-09-01,-
Aukštoji mokykla,,,Tauragės apskr.,Tauragės r. sav.,2004-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2004-09-01,26
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2004-09-01,-
Kitas švietimo teikėjas,,,Tauragės apskr.,Tauragės r. sav.,2004-09-01,-
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Tauragės r. sav.,2004-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Tauragės r. sav.,2004-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2004-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2004-09-01,8
Profesinio mokymo įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2004-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2004-09-01,-
Aukštoji mokykla,,,Tauragės apskr.,Tauragės r. sav.,2005-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2005-09-01,24
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2005-09-01,-
Kitas švietimo teikėjas,,,Tauragės apskr.,Tauragės r. sav.,2005-09-01,-
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Tauragės r. sav.,2005-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Tauragės r. sav.,2005-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2005-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2005-09-01,6
Profesinio mokymo įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2005-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2005-09-01,-
Aukštoji mokykla,,,Tauragės apskr.,Tauragės r. sav.,2006-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2006-09-01,23
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2006-09-01,-
Kitas švietimo teikėjas,,,Tauragės apskr.,Tauragės r. sav.,2006-09-01,-
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Tauragės r. sav.,2006-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Tauragės r. sav.,2006-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2006-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2006-09-01,5
Profesinio mokymo įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2006-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2006-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Tauragės r. sav.,2007-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2007-09-01,23
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2007-09-01,-
Kitas švietimo teikėjas,,,Tauragės apskr.,Tauragės r. sav.,2007-09-01,-
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Tauragės r. sav.,2007-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Tauragės r. sav.,2007-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2007-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2007-09-01,5
Profesinio mokymo įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2007-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2007-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Tauragės r. sav.,2008-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2008-09-01,21
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2008-09-01,-
Kitas švietimo teikėjas,,,Tauragės apskr.,Tauragės r. sav.,2008-09-01,-
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Tauragės r. sav.,2008-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Tauragės r. sav.,2008-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2008-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2008-09-01,5
Profesinio mokymo įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2008-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2008-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Tauragės r. sav.,2009-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2009-09-01,21
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2009-09-01,-
Kitas švietimo teikėjas,,,Tauragės apskr.,Tauragės r. sav.,2009-09-01,-
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Tauragės r. sav.,2009-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Tauragės r. sav.,2009-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2009-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2009-09-01,5
Profesinio mokymo įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2009-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2009-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Tauragės r. sav.,2010-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2010-09-01,20
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2010-09-01,-
Kitas švietimo teikėjas,,,Tauragės apskr.,Tauragės r. sav.,2010-09-01,-
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Tauragės r. sav.,2010-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Tauragės r. sav.,2010-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2010-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2010-09-01,6
Profesinio mokymo įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2010-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2010-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Tauragės r. sav.,2011-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2011-09-01,20
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2011-09-01,3
Kitas švietimo teikėjas,,,Tauragės apskr.,Tauragės r. sav.,2011-09-01,-
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Tauragės r. sav.,2011-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Tauragės r. sav.,2011-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2011-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2011-09-01,3
Profesinio mokymo įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2011-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2011-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Tauragės r. sav.,2012-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2012-09-01,20
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2012-09-01,3
Kitas švietimo teikėjas,,,Tauragės apskr.,Tauragės r. sav.,2012-09-01,-
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Tauragės r. sav.,2012-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Tauragės r. sav.,2012-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2012-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2012-09-01,3
Profesinio mokymo įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2012-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2012-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Tauragės r. sav.,2013-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2013-09-01,18
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2013-09-01,3
Kitas švietimo teikėjas,,,Tauragės apskr.,Tauragės r. sav.,2013-09-01,2
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Tauragės r. sav.,2013-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Tauragės r. sav.,2013-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2013-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2013-09-01,3
Profesinio mokymo įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2013-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2013-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Tauragės r. sav.,2014-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2014-09-01,18
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2014-09-01,3
Kitas švietimo teikėjas,,,Tauragės apskr.,Tauragės r. sav.,2014-09-01,3
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Tauragės r. sav.,2014-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Tauragės r. sav.,2014-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2014-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2014-09-01,3
Profesinio mokymo įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2014-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2014-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Tauragės r. sav.,2015-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2015-09-01,18
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2015-09-01,3
Kitas švietimo teikėjas,,,Tauragės apskr.,Tauragės r. sav.,2015-09-01,2
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Tauragės r. sav.,2015-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Tauragės r. sav.,2015-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2015-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2015-09-01,3
Profesinio mokymo įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2015-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2015-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Tauragės r. sav.,2016-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2016-09-01,18
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2016-09-01,3
Kitas švietimo teikėjas,,,Tauragės apskr.,Tauragės r. sav.,2016-09-01,10
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Tauragės r. sav.,2016-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Tauragės r. sav.,2016-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2016-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2016-09-01,3
Profesinio mokymo įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2016-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2016-09-01,1
Aukštoji mokykla,,,Tauragės apskr.,Tauragės r. sav.,2017-09-01,-
Bendrojo ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2017-09-01,18
Ikimokyklinio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2017-09-01,3
Kitas švietimo teikėjas,,,Tauragės apskr.,Tauragės r. sav.,2017-09-01,10
Kompetencijų vertinimo institucija,,,Tauragės apskr.,Tauragės r. sav.,2017-09-01,-
Mokslinių tyrimų institutas,,,Tauragės apskr.,Tauragės r. sav.,2017-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2017-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Tauragės apskr.,Tauragės r. sav.,2017-09-01,3
Profesinio mokymo įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2017-09-01,1
Švietimo pagalbos įstaiga,,,Tauragės apskr.,Tauragės r. sav.,2017-09-01,1
Aukštoji mokykla,,,Telšių apskr.,Mažeikių r. sav.,2003-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2003-09-01,39
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2003-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Mažeikių r. sav.,2003-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Mažeikių r. sav.,2003-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Mažeikių r. sav.,2003-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2003-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2003-09-01,21
Profesinio mokymo įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2003-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2003-09-01,-
Aukštoji mokykla,,,Telšių apskr.,Mažeikių r. sav.,2004-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2004-09-01,40
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2004-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Mažeikių r. sav.,2004-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Mažeikių r. sav.,2004-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Mažeikių r. sav.,2004-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2004-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2004-09-01,21
Profesinio mokymo įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2004-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2004-09-01,-
Aukštoji mokykla,,,Telšių apskr.,Mažeikių r. sav.,2005-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2005-09-01,40
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2005-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Mažeikių r. sav.,2005-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Mažeikių r. sav.,2005-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Mažeikių r. sav.,2005-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2005-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2005-09-01,21
Profesinio mokymo įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2005-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2005-09-01,-
Aukštoji mokykla,,,Telšių apskr.,Mažeikių r. sav.,2006-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2006-09-01,38
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2006-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Mažeikių r. sav.,2006-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Mažeikių r. sav.,2006-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Mažeikių r. sav.,2006-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2006-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2006-09-01,21
Profesinio mokymo įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2006-09-01,1
Švietimo pagalbos įstaiga,,,Telšių apskr.,Mažeikių r. sav.,2006-09-01,2
Aukštoji mokykla,,,Telšių apskr.,Mažeikių r. sav.,2007-09-01,-
Bendrojo ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2007-09-01,36
Ikimokyklinio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2007-09-01,-
Kitas švietimo teikėjas,,,Telšių apskr.,Mažeikių r. sav.,2007-09-01,-
Kompetencijų vertinimo institucija,,,Telšių apskr.,Mažeikių r. sav.,2007-09-01,-
Mokslinių tyrimų institutas,,,Telšių apskr.,Mažeikių r. sav.,2007-09-01,-
Neformaliojo suaugusiųjų švietimo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2007-09-01,-
Neformaliojo vaikų švietimo mokykla ir formalųjį švietimą papildančio ugdymo mokykla,,,Telšių apskr.,Mažeikių r. sav.,2007-09-01,21
